Product Name,Product Image,Product URL,Product Description
Cove Sofa,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/PL-13_e60dcb84-c09f-4bfd-bbe0-060132df0d33.jpg?v=1693656711,https://proof.com.sg/products/cove-sofa,"This series consists of modular platforms and pouf.To create the desired configuration, the required number of removable arm- and backrests are to be added to the platforms.The series Cove also includes an armchair, a sun bed with adjustable backrest and side tables."
Giro Side Table,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/giro2.png?v=1699000718,https://proof.com.sg/products/giro-side-table,The Giro side table comes with fixed or adjustable top. The aluminum base is matt varnished in avorio or grafite colour and is provided with plastic spacers. A stainless steel worm gear allows the height adjustment of the versions where this is foreseen.
Nido Chair,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/NidoChair1.png?v=1699000054,https://proof.com.sg/products/nido-chair,"Armchair with upholstery hand woven onto the structure.
The Nido series also includes a pouf. A set of 4 cushions especially conceived for this armchair is necessary for complete seating comfort."
Sciara Round Coffee Table,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/Sciara3.png?v=1698999797,https://proof.com.sg/products/sciara-side-table,"The Sciara top décor is made by hand and makes each single piece unique. The material, the particular production process and technique lead to different patterns on each element, which in turn form tops, which are different from one another, even within the same batch. Irregularity is the featuring characteristics of this production process.
The lava stone elements composing the tops of Sciara can be used also to cover and decorate vertical surfaces.
This product can be used also in interior environments.
We advise to use a Winter Set protection cover."
Ami Armchair,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/Ami2.png?v=1698999210,https://proof.com.sg/products/ami-armchair,"The Ami series also includes a compact armchair, an armchair and sofas available in different dimensions and typologies."
Orbitry Armchair,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/Orbitry3.png?v=1698998623,https://proof.com.sg/products/orbitry-armchair,"The series Orbitry also includes a suspended seat and a two-seater sofa. 
The armchair swivels on its axis thanks to the ball bearing mounted on the base of the steel structure.
This product can be used also in interior environments.
We advise to use a Winter Set protection cover."
Lanterna,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/Lanterna2.png?v=1698998170,https://proof.com.sg/products/lanterna-lantern,"Lantern available in the floor/table and suspension versions. The battery is designed for six hours of autonomy at maximun light output and can be charged using the supplied battery charger included or with any other device with male USB connector.
The suspension lantern is provided with a cord in Rope yarn to hang the lamp to the desired support.
This product can be used also in interior environments."
Strap Side Table,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/STRAP4.png?v=1698998880,https://proof.com.sg/products/strap-side-table,"The Strap side tables are available in different dimensions, with or without a handle in the middle of the top. 
This product can be used also in interior environments.
We advise to use a Winter Set protection cover."
Berry Pouf,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/berry2.png?v=1698997023,https://proof.com.sg/products/berry-pouf,"Poufs with hand woven upholstery cover; removable, woven in flat Rope yarn cord. 
This product can be used also in interior environments.
We advise to use a Winter Set protection cover."
Moondance Night Table,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/moondance.jpg?v=1710986599,https://proof.com.sg/products/moondance-night-table-1,"Every Moondance accessory is upholstered by hand like a unique object. Entirely covered in Pelle Frau® leather and embellished with light padding, pleasant to touch and easy on the eye.  The top has the warmth of Canaletto walnut and the natural veins of Calacatta gold marble with semi-polished finish. Each drawer can be arranged and organised according to personal taste, choosing from the refined accessories that complete the Moondance collection."
Mi Trolley,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/mitrolley2.png?v=1698747538,https://proof.com.sg/products/mi-trolley,"The frame of the Mi trolley is fitted with 4 black plastic and steel swivel castors. In the upper part of the trolley the frame finishes with a tube in burnished brushed steel which follows the shape of the product and acts as a handle. One side of the grip is covered with Cuoio Saddle Extra leather matching the upholstery of the trolley, with hand stitching. The internal space is fitted with a tempered glass shelf which can be set at 3 different heights."
Plot Room Divider,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/roomplot8.png?v=1698744346,https://proof.com.sg/products/plot-room-divider,Plot designed by GamFratesi for Poltrona Frau is a room dividers with aluminium tubing veneered with a moka finish connected with metal joints with a matt brass finish. At the bottom the structure is supported by metal feet with matt brass finish hooked to metal conical caps painted brown. The leather bandsare hooked to th metals tubes and are woven to create a circular or square design.
Bob Large Coffee Table,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/PF5364632-00004.jpg?v=1711092472,https://proof.com.sg/products/bob-coffee-table-o60cm,"Elegant and practical. Highly desirable blends of wood, leather, and steel. Beautiful simplicity inspired by a Kennedy-like international lifestyle."
Decorative Cushion,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/Capture_f65f6a27-39f9-4604-a070-3d2d2c0adc72.png?v=1698799569,https://proof.com.sg/products/leather-cushion,"The collection, designed by Poltrona Frau Style & Design Centre, created to further expand Poltrona Frau’s range of textile solutions and offer its customers even rarer and more precious sensory experiences."
Archibald Dining Chair,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/archibalddining5.png?v=1698742400,https://proof.com.sg/products/archibald-dining-chair-1,"The Archibald padded dining armchair maintains the characteristics of Jean-Marie Massaud's clean and sculpted design, a contemporary take on the classic English tub armchair, rich in sartorial details: from the refined movement of the folds of the upholstery in Pelle Frau® leather or fabric, to the armrest, designed like a slightly open shirt collar. The extremely comfortable seat shell is the masterful result of a precise padding in moulded polyurethane foam: stiffer in the armrests, softer and integrated with polyester wadding in the part of the seat.
The different sizes and purposes of Archibald, from armchair to dining chair to stool, show the extraordinary versatility of its shape in adapting to different functions, from residential to hospitality, in dining rooms and designer living rooms, or those with a more classic style, always remaining unique and original."
Platner Armchair,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/platnerchr3.jpg?v=1698991127,https://proof.com.sg/products/platner-side-chair,"In 1966, the Platner Collection captured the ""decorative, gentle, graceful"" shapes that were beginning to infiltrate the modern vocabulary. The iconic pieces are created by welding hundreds of curved steel rods to circular frames, simultaneously serving as structure and ornament."
Bertoia Bird Chair,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/BertoiaBird.png?v=1698994991,https://proof.com.sg/products/bertoia-high-chair,"The Bird Chair is an astounding study in space, form and function by one of the master sculptors of the last century."
Avio Modular Sofa,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/avio5.jpg?v=1698990007,https://proof.com.sg/products/avio-modular-sofa,"Avio, designed by Piero Lissoni, is the new, contemporary and versatile sofa component system, to reinterpret and make better use of any type of space. It is ideal for those who appreciate solid, elegant design that epitomizes a comfortable, relaxed lifestyle."
Barcelona Chair,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/baecelonachair1.jpg?v=1699005074,https://proof.com.sg/products/barcelona-chair,"One of the most recognised objects of the last century, and an icon of the modern movement, the Barcelona Chair is a tribute to the marriage of design and craftsmanship."
Barcelona Daybed,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/Barcelona3.jpg?v=1698988909,https://proof.com.sg/products/barcelona-daybed,"Designed in 1930, the Barcelona Couch shares the same simple elegance as the iconic lounge chair of the same name. Mies van der Rohe's command of line and material in all medium, from architecture to furniture, helped define the modern vocabulary."
Alexander Girard Side Table,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/AlexanderGirard3.jpg?v=1698984422,https://proof.com.sg/products/alexander-girard-table,"Alexander Girard described himself as ""a reasonable and sane functionalist, tempered by irrational frivolity."" The Model 108 Coffee Table, introduced to the Knoll catalog in 1948, reflects the playful spirit he injected into the often austere modern vocabulary."
Saarinen Conference Armchair,https://cdn.shopify.com/s/files/1/0093/8033/1583/products/Capture_91f8ce95-5115-4cac-9ae7-ea363f4b3e43.png?v=1666944816,https://proof.com.sg/products/saarinen-conference-armchair,"In 1966, the Platner Collection captured the ""decorative, gentle, graceful"" shapes that were beginning to infiltrate the modern vocabulary. The iconic pieces are created by welding hundreds of curved steel rods to circular frames, simultaneously serving as structure and ornament."
Saarinen Conference Sidechair,https://cdn.shopify.com/s/files/1/0093/8033/1583/products/Capture_fdfee05f-43e9-4f5e-b2e5-ba0d03cc551f.png?v=1666945529,https://proof.com.sg/products/saarinen-conference-sidechair,"Featured in nearly every Florence Knoll interior, the Saarinen Executive Chair remains one of the most popular Knoll designs. Originally introduced in 1950, the chair transformed the notion of what executive seating could be with its fluid, sculptural form and modern finishing. The timeless and versatile design continues to fit seamlessly into work, conference, lounge and dining applications of any decor."
Bottled,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/bottled1.png?v=1699239018,https://proof.com.sg/products/ambientec,"A soft light glows inside a tinted glass shade shaped like a bottle, permeating the room with a pristine, elegant radiance. This cordless table lamp’s fluid curvature ends in a neck that allows for easy transport so you can add ambience to a meal or while listening to music."
Hymn,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/hymn1.png?v=1699238692,https://proof.com.sg/products/hymn,"The soft and warm color of 2000K, like a candle, is an essential element in the world view of hymn.
The flickering light is created by the movement of the pendulum lens, and the characteristic movement of the LED light when it is on and off is also a key point of the design. When the light is on, it shines strongly as if on fire, then the light intensity settles down, and after that, you can choose a stronger intensity if you like. When the light is turned off, it blinks out like a fire, playfully expressing the fun of interacting with light."
Sage,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/sage1.png?v=1699238451,https://proof.com.sg/products/sage,"The Sage’s two leaflets can be rotated to alter the angle of the light, allowing you to set the right mood for the dining room table, whether you are eating alone or with friends and family. The brightness can be adjusted to four levels, each of which enhances the colors and textures of the food in different ways."
Turn,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/turn1.png?v=1699236901,https://proof.com.sg/products/turn,"Carved from a spinning block of metal, this cordless table lamp is pure in form and reassuringly firm in texture. It stands tall and sharp, emitting gentle light from beneath its top to fill the dark with a warm radiance that enhances the night."
Turn+,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/turn_1.png?v=1699236536,https://proof.com.sg/products/turn-1,"TURN released in 2019 as a task lamp that illuminates your hand. On the other hand, TURN + was born as an ambient lamp that creates the atmosphere of space.Based on three variations from the same machined metal material as TURN, it is composed of a crystal lamp shade and a cage, and the design is realized with the best texture."
Xtal,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/xtal10.png?v=1699237608,https://proof.com.sg/products/xtal,"The crystalline form of this cordless table lamp—each one immaculately cut by master craftsmen—refracts the light in magical ways, producing an ethereal tapestry of light the moment the lamp is switched on. Each of the three models produces an entirely different light show."
Cachalot,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/Cachalot1.png?v=1699234798,https://proof.com.sg/products/cachalot,"The crystal-clear sperm whale, which can be expressed only with highly pure acrylic, shines naturally in the bright sunlight during the daytime and gently accompanies people in their daily lives.
This is not a transient phenomenon, but the essence of Ambientec, a proof of pure beauty born from careful craftsmanship and selection of materials for ""long-lasting use"" as with other products."
Mandrillus Mask,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/Mandrillusmask1.png?v=1699515022,https://proof.com.sg/products/bosa,"A collection in fine ceramic, designed to remind us of the delicate relationship between man and ape. The ape is the animal that best evokes man, in the shape of the body, expressions and movements.
This power of similarity to man is what makes it fascinating and what inspired the creation of these vases, whose “soul” is encompassed in the details and colourful textures. They come into our home and seduce us with their vital force."
Brazza Vase,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/Brazzavase1.png?v=1699514220,https://proof.com.sg/products/brazza-mask,"A collection in fine ceramic, designed to remind us of the delicate relationship between man and ape. The ape is the animal that best evokes man, in the shape of the body, expressions and movements.This power of similarity to man is what makes it fascinating and what inspired the creation of these vases, whose “soul” is encompassed in the details and colourful textures. They come into our home and seduce us with their vital force."
Kandti Vase,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/Kandtivase1.png?v=1699514269,https://proof.com.sg/products/kandti-mask,"A collection in fine ceramic, designed to remind us of the delicate relationship between man and ape. The ape is the animal that best evokes man, in the shape of the body, expressions and movements.This power of similarity to man is what makes it fascinating and what inspired the creation of these vases, whose “soul” is encompassed in the details and colourful textures. They come into our home and seduce us with their vital force."
Sister Clara,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/clara1.png?v=1699512877,https://proof.com.sg/products/hopebird,"Sisters collection consists of five sculptures vases made of white ceramic. The five pieces are available in different finishes, all of them are made and painted by hand. The design of this elegant and tender collection comes from the hand of the artist Pepa Reverter, who says of these pieces that they are a tribute to women of all cultures and all times. They have been designed in Barcelona and this is what brings them a cosmopolitan and a Mediterranean point of view towards life.
Their names are Louise, Frida, Sofia, Helen and Clara, they are sisters. Imaginative, happy and caring. They like the beauty of fair and open spaces, where their heads full of harmony and creativity can transmit light.
A collection of vases that pays tribute to women of all cultures and all times which is continuously enriched with colours and textures: launched in 2015, the romantic version of Clara with a heart and available in colours bright red and white satin finish with precious metals; in 2016 new decorations and a new detail for Clara, Louise e Helen; il 2018 Pepa Reverter plays with strong colour patterns, full backgrounds and ethno patterns"
Sister Louise,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/louise1.png?v=1699513080,https://proof.com.sg/products/sister-louise,"Sisters collection consists of five sculptures vases made of white ceramic. The five pieces are available in different finishes, all of them are made and painted by hand. The design of this elegant and tender collection comes from the hand of the artist Pepa Reverter, who says of these pieces that they are a tribute to women of all cultures and all times. They have been designed in Barcelona and this is what brings them a cosmopolitan and a Mediterranean point of view towards life.
Their names are Louise, Frida, Sofia, Helen and Clara, they are sisters. Imaginative, happy and caring. They like the beauty of fair and open spaces, where their heads full of harmony and creativity can transmit light.
A collection of vases that pays tribute to women of all cultures and all times which is continuously enriched with colours and textures: launched in 2015, the romantic version of Clara with a heart and available in colours bright red and white satin finish with precious metals; in 2016 new decorations and a new detail for Clara, Louise e Helen; il 2018 Pepa Reverter plays with strong colours patterns, full backgrounds and ethno patterns"
Sister Frida,https://cdn.shopify.com/s/files/1/0093/8033/1583/products/bosa-vaso-sister-clara-decoro-ricci_8bf5a153-b3e5-477b-9db0-15569c94401d.jpg?v=1670898317,https://proof.com.sg/products/sister-frida,"Sisters collection consists of five sculptures vases made of white ceramic. The five pieces are available in different finishes, all of them are made and painted by hand. The design of this elegant and tender collection comes from the hand of the artist Pepa Reverter, who says of these pieces that they are a tribute to women of all cultures and all times. They have been designed in Barcelona and this is what brings them a cosmopolitan and a Mediterranean point of view towards life.
Their names are Louise, Frida, Sofia, Helen and Clara, they are sisters. Imaginative, happy and caring. They like the beauty of fair and open spaces, where their heads full of harmony and creativity can transmit light.
A collection of vases that pays tribute to women of all cultures and all times which is continuously enriched with colours and textures: launched in 2015, the romantic version of Clara with a heart and available in colours bright red and white satin finish with precious metals; in 2016 new decorations and a new detail for Clara, Louise e Helen; il 2018 Pepa Reverter plays with strong colours patterns, full backgrounds and ethno patterns"
Maestro Theatrehayon Vase,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/Maestro2.png?v=1699512683,https://proof.com.sg/products/maestro-theatrehayon-vase,Maestro Theatrehayon designed by Jaime Hayon for Bosa is a decorated vase made of ceramic. This vase rapresents a juggler clown.
TheatreHayon Takuya Double Vase,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/TheatreHayonTakuya1.png?v=1699509266,https://proof.com.sg/products/theatrehayon-takuya-double-vase,"Takuya Double designed by Jaime Hayon for Bosa is a vase from the TheatreHayon collection. It is made of glazed ceramic. The collection also includes other vases, teapots and candle holders."
TheatreHayon King Vase,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/TheatreHayonvase1.png?v=1699499104,https://proof.com.sg/products/theatrehayon-king-vase,"King designed by Jaime Hayon for Bosa is a vase in glazed ceramic from the TheatreHayon collection, which also includes other vases, teapots and candle holders."
Primates Brazza Mask,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/BrazzaMask1.png?v=1699498944,https://proof.com.sg/products/primates-brazza-mask,"Designed by Italian artist/designer Elena Salmistraro for Bosa, the 'Primates' collection of wall masks is a playful celebration of the ape. Produced in ceramic and enriched with coloured glazes and precious metals, this 'Mandrillus' variation is available in two striking colourways. Please note: Any variation in colour or detailing is a result of the handcrafted nature of this item and makes each piece unique."
Kandti Mask,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/Kandtimask1.png?v=1699498261,https://proof.com.sg/products/kandti-mask-1,"Primates Masks designed by Elena Salmistraro for Bosa is a collection of wall sculpture made of glazed ceramic enriched with precious metals. This collection includes three sculpures: Kandti, Brazza and Mandrillus."
Screech Owls Vase,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/owls2.png?v=1699323858,https://proof.com.sg/products/owls-civetta-nana-vase,"Screech Owl Vase designed by Manolo Bossi for Bosa is a sculpture in hand-finished glazed ceramic with precious metals, representing a creature with big frontal eyes like human beings. It's part of The Owls collection, that includes other 2 magical and ancestral creatures, symbols of wisdom, intelligence and beauty."
Barn Owls Vase,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/owls3.png?v=1699323924,https://proof.com.sg/products/owls-barn-vase,"Owls Barn designed by Manolo Bossi for Bosa is a sculpture in hand-finished glazed ceramic with precious metals, representing a creature with big frontal eyes like human beings. It's part of The Owls collection, that includes other 2 magical and ancestral creatures, symbols of wisdom, intelligence and beauty."
Owl Vase,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/owls1.png?v=1699323776,https://proof.com.sg/products/owls-owl-vase,"Owls Barn designed by Manolo Bossi for Bosa is a sculpture in hand-finished glazed ceramic with precious metals, representing a creature with big frontal eyes like human beings. It's part of The Owls collection, that includes other 2 magical and ancestral creatures, symbols of wisdom, intelligence and beauty."
Mr. James,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/Untitled-design-3-10-2048x2048.png?v=1699243215,https://proof.com.sg/products/mr-james,Mr. James designed by Matteo Bianchi for Bosa is a ceramic sculpture in different finishes of glossy or matt colored enamels and details in glossy or matt precious metal. Available in different sizes.
Bernardo Panda,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/Bernardopanda1.png?v=1699243043,https://proof.com.sg/products/bernardo-panda,"Bernardo Panda designed by Elena Salmistraro is a sculpture made of ceramic, in the shape of a panda."
Primates Plate G1,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/primates-bosa-plateG2.png?v=1699498031,https://proof.com.sg/products/primates-plate,Primates designed by Elena Salmistraro for Bosa is a decorative plate in ceramic enriched with coloured glazes that portrays the apes' liveries through the vibrancy of colors and brings this animal back into our home environment to seduce us with its vital force.
Primates Plate G2,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/primates-bosa-plateG1.png?v=1699498013,https://proof.com.sg/products/primates-plate-g1,Primates designed by Elena Salmistraro for Bosa is a decorative plate in ceramic enriched with coloured glazes that portrays the apes' liveries through the vibrancy of colors and brings this animal back into our home environment to seduce us with its vital force.
Primates Plate G3,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/primates-bosa-plateG3.png?v=1699498059,https://proof.com.sg/products/primates-plate-g3,Primates designed by Elena Salmistraro for Bosa is a decorative plate in ceramic enriched with coloured glazes that portrays the apes' liveries through the vibrancy of colors and brings this animal back into our home environment to seduce us with its vital force.
Primates Plate G5,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/primates-bosa-plateG5.png?v=1699498045,https://proof.com.sg/products/primates-plate-g5,Primates designed by Elena Salmistraro for Bosa is a decorative plate in ceramic enriched with coloured glazes that portrays the apes' liveries through the vibrancy of colors and brings this animal back into our home environment to seduce us with its vital force.
Primates Plate G6,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/primates-bosa-plateG6.png?v=1699498038,https://proof.com.sg/products/primates-plate-g6,Primates designed by Elena Salmistraro for Bosa is a decorative plate in ceramic enriched with coloured glazes that portrays the apes' liveries through the vibrancy of colors and brings this animal back into our home environment to seduce us with its vital force.
Fusca Small Vase,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/Capture_c9081193-7043-4abd-9e29-2f6613c66fe9.png?v=1699321287,https://proof.com.sg/products/fusca-vase,"Fusca is a voluptuous vase collection, with organic lines and glorious finishing. The evocative shape and the movement of the collar give free rein to the imagination, from the stage outfit of a diva to a lion's mane or a calla lily flower."
Fusca Large Vase,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/furca1.png?v=1699321289,https://proof.com.sg/products/fusca-large-vase,"Fusca is a voluptuous vase collection, with organic lines and glorious finishing. The evocative shape and the movement of the collar give free rein to the imagination, from the stage outfit of a diva to a lion's mane or a calla lily flower."
Flying Circles Bookcase,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/flyingcircle1.jpg?v=1698975910,https://proof.com.sg/products/flying-circles-bookcase,"Flying Circles was created by Massimo Castagna in 2007. The designer plays around with the perfection of the circle and the simplicity of straight lines. The result is a freestanding item of furniture that can also be wall-mounted. A modular bookcase which, inspired by the idea of flexibility, brings new creativity to the storage experience, permitting new compositions every time."
Scrinium Vanity,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/Scrinium1.jpg?v=1698975610,https://proof.com.sg/products/scrinium-vanity,"Scrinium is a movable container that hearkens back to certain products of the past, particularly the secretaire, a fold-down desk in vogue in the eighteenth century and used to store objects in addition to providing a writing surface. 
The solid brass structure is embedded in the profile of the American walnut furniture body. The legs are finely crafted and contribute to giving the piece a highly streamlined and light appearance."
Alberi Di Toscana,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/Alberi1.jpg?v=1698975007,https://proof.com.sg/products/alberi-di-toscana,"Much more than just a home accessory, Alberi di Toscana combines the practicality of a catchall tray with the elegance of a lamp capable of heightening the aesthetic of any entryway.
The tray - made of ash wood - features a lip around the edge and four feet that elevate it above the surface below, making its structure leaner and more elegant. On the slightly recessed surface, a tapered mushroom-shaped pillar holds the LED lampshade crafted of Volterra alabaster, a highly valued mineral identifiable by its bright white colour. The lampshade - which emits a warm, pleasant light - is available in a number of configurations which recall that iconic foliage of some typical Tuscan trees: the olive, cypress and the maritime pine.
The velvety smooth wood and the flowing forms of the structure make this a sophisticated object both to view and to touch."
Wine Bag,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/winebag1.png?v=1698739769,https://proof.com.sg/products/wine-bag,"A bottle rack bag entirely in leather celebrates the oldest of beverages: wine. With a rigid structure, Wine Bag features a single compartment to easily and safely hold and transport bottles."
Ginger Ale Chair,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/Gingerale6.png?v=1698739338,https://proof.com.sg/products/ginger-ale-chair,"The Ginger Ale armchair is a simplified and more informal version of the Ginger armchair, one of the most successful chairs in the Poltrona Frau catalogue. Comfortable, versatile and elegant, the Ginger Ale armchair lends itself both to workspaces, individual workstations or meeting rooms, as well as domestic settings, such as the study or dining room. With the specific aim of catering for all needs, Roberto Lazzeroni designed it with both a painted metal base and with wooden legs, allowing for a total of five different bases."
Aurora Tre King Bed,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/Aututotre8.png?v=1698735939,https://proof.com.sg/products/aurora-tre-king-bed,"Aurora Tre has an enveloping shape that is formed by the curvature of the structure, whose parts are made in birch plywood. Its softness comes from the internal padding with polyurethane foam of different densities and polyester wadding onto which Poltrona Frau's extraordinary artisans fix the upholstery with a sequence of stitches pulled one by one. It is available in Pelle Frau® leather or in the range of Poltrona Frau fabrics. The support feet are metal, available in the iconic trapezoidal shape in two different finishes, or in cylindrical-shaped black lacquered metal."
Happy Jack Sofa,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/happyjack4.png?v=1698735248,https://proof.com.sg/products/happy-jack-sofa,"Soft, rounded and welcoming, the Happy Jack sofa, designed by Ludovica + Roberto Palomba, invites you to sit down and let your body be enveloped by its shapes. The large cushions encourage relaxation, in a more informal and comfortable dimension of living. A designer sofa with compact dimensions, Happy Jack is the essence of comfort in the living rooms of smaller homes,  and yet it also suits a variety of spaces, from the office, to waiting rooms, to hospitality."
Harp Rug,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/PF5623883-00001.jpg?v=1710990199,https://proof.com.sg/products/harp-rug,"A light decoration, inspired by the harp strings it is named after. Harp and Harp Vibration, designed by Simona Cremascoli, are two 100% natural silk rugs, hand-knotted with 86 thousand knots per square meter. Harp has a tone-on-tone striped pattern on the short side and is made with a mixed “cut-loop” technique with low and higher relief that makes the surface dynamic."
Fidelio Small Rectangle Side Table,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/fideliosmall1.png?v=1698731984,https://proof.com.sg/products/fidelio-side-table,"The Fidelio side tables were designed as the ideal complement for the Chester line collection of sofas and armchairs. However, thanks to their clean and linear elegance, they are highly versatile and easy to combine with all of Poltrona Frau’s other furnishings.  In the Fidelio side tables, the restraint of the design and the painstaking precision of the lines exalt the purity of the materials."
Fidelio Rectangle Side Table,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/Fidelioretangle.png?v=1698731448,https://proof.com.sg/products/fidelio-coffee-table-1,"The Fidelio side tables were designed as the ideal complement for the Chester line collection of sofas and armchairs. However, thanks to their clean and linear elegance, they are highly versatile and easy to combine with all of Poltrona Frau’s other furnishings.  In the Fidelio side tables, the restraint of the design and the painstaking precision of the lines exalt the purity of the materials."
Fiorile Triangle Table,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/fioriletrangle5.png?v=1698726529,https://proof.com.sg/products/fiorile-triangle-table,"The Fiorile side tables: soft, almost organic forms with rounded corners, each one different from the next, to combine freely creating unique geometric effects every time. The surfaces of the Fiorile are also set at different heights to make your space more dynamic and elegant."
Fiorile Square Coffee Table,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/fiorilecoffeetable.png?v=1698726055,https://proof.com.sg/products/fiorile-square-coffee-table,"Roberto Lazzeroni designs a rectangle, two triangles, three squares, one of which with two table tops. The Fiorile side tables: soft, almost organic forms with rounded corners, each one different from the next, to combine freely creating unique geometric effects every time. The surfaces of the Fiorile are also set at different heights to make your space more dynamic and elegant."
Fiorile Coffee Table,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/fireliocoffeetable1.png?v=1698725682,https://proof.com.sg/products/fiorile-coffee-table-1,"Roberto Lazzeroni designs a rectangle, two triangles, three squares, one of which with two table tops. The Fiorile side tables: soft, almost organic forms with rounded corners, each one different from the next, to combine freely creating unique geometric effects every time. The surfaces of the Fiorile are also set at different heights to make your space more dynamic and elegant."
Fiorile Dual Shelf Coffee Table,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/dualshaft2.png?v=1698724517,https://proof.com.sg/products/fiorile-coffee-table-with-dual-shelf,"Roberto Lazzeroni designs a rectangle, two triangles, three squares, one of which with two table tops. The Fiorile side tables: soft, almost organic forms with rounded corners, each one different from the next, to combine freely creating unique geometric effects every time. The surfaces of the Fiorile are also set at different heights to make your space more dynamic and elegant."
Ren Side Table,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/rensidetable6.png?v=1702439156,https://proof.com.sg/products/ren-side-table-1,"Ren is a symbolic reference to the centrality of human beings in interior design. Armchair, sofa and a complete collection of furniture accessories inspired by the Chinese ideogram “ren”, which means “person”.  The longer stroke sticks out slightly and is supported by the shorter stroke: a symbol, pure and simple, that transforms into an original design element characterising the profile of every object."
Ren Valet,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/renvalet2.png?v=1698721573,https://proof.com.sg/products/ren-valet,"The Ren complementary furnishing collection derives from studies of the home entryway by Neri & Hu. Guests are welcomed in this space and it offers them the first glimpses of one’s personal furnishing style. This collection showcases the nature of the domestic throughway, with a series of objects that are hybrid in their function and refined in their manufacture and shape. For each side of these accessories, Neri & Hu has copied the shape of the Chinese ideogram “ren”, which means “person, human being”."
Ren Dressing Table,https://cdn.shopify.com/s/files/1/0093/8033/1583/files/rendressingtable4.png?v=1698720028,https://proof.com.sg/products/copy-of-ren-dressing-table,"Ren is a symbolic reference to the centrality of human beings in interior design. Armchair, sofa and a complete collection of furniture accessories inspired by the Chinese ideogram “ren”, which means “person”.  The longer stroke sticks out slightly and is supported by the shorter stroke: a symbol, pure and simple, that transforms into an original design element characterising the profile of every object."
